Age,NumberOfDependents,EducationLevel,MaritalStatus,HomeOwnership,ResidencyYears,State,NumberOfDependentsUnder18,EmploymentStatus,EmploymentLengthYears,EmployerType,JobCategory,AnnualIncome,MonthlyGrossIncome,SecondaryMonthlyIncome,TotalMonthlyIncome,IncomeVerified,YearsAtCurrentEmployer,SavingsBalance,CheckingBalance,InvestmentPortfolioValue,PropertyValue,VehicleValue,TotalAssets,MortgageOutstandingBalance,AutoLoanOutstandingBalance,StudentLoanOutstandingBalance,CreditHistoryLengthMonths,NumberOfOpenAccounts,NumberOfCreditCards,TotalCreditLimit,RevolvingUtilizationRate,NumberOfLatePayments30Days,NumberOfLatePayments60Days,NumberOfLatePayments90Days,NumberOfChargeOffs,NumberOfCollections,NumberOfBankruptcies,NumberOfPublicRecords,NumberOfHardInquiries12Mo,NumberOfHardInquiries24Mo,OldestAccountAgeMonths,AverageAccountAgeMonths,NumberOfSatisfactoryAccounts,DebtToIncomeRatio,RequestedLoanAmount,LoanPurpose,RequestedTermMonths,HasCoApplicant,CollateralType,CollateralValue,LoanToIncomeRatio,MonthlyPaymentEstimate,PaymentToIncomeRatio,PreviousLoanWithBank,RiskTier,InterestRate
48,0,HS Diploma,Single,Mortgage,8.8,Pacific Coast,0,Full-Time,9.6,Self,Management,16769.2,33519.63,0.0,33519.63,1,6.1,973.07,1245.83,0.0,0.0,7958.77,10177.67,0.0,0.0,,227.0,7,3,15186.35,0.7012,1,0,0,0,0,1.0,2.0,1.0,2,315,139,6,0.2349,6700.0,Personal,36,0,None,,0.3995,633.48,0.0189,1,4,5.22
39,1,Some College,Married,Rent,9.6,Pacific Coast,0,Full-Time,1.7,Self,Management,78749.19,28267.42,0.0,28267.42,1,1.1,34018.26,7907.19,11581.03,,,70222.23,,0.0,,272.0,10,1,132570.39,0.5497,0,0,0,0,0,0.0,0.0,2.0,2,272,81,9,0.4924,27300.0,Home Improvement,36,0,None,,0.3467,340.22,0.012,0,3,6.39
34,0,Bachelor,Married,Mortgage,6.1,Midwest,0,Part-Time,5.9,Corporate,Management,50972.94,15194.49,1785.24,16979.73,1,2.3,7464.61,17807.42,,,9679.0,290855.95,165747.12,5975.73,0.0,93.0,7,7,15765.89,0.3357,0,0,0,0,0,0.0,0.0,2.0,4,127,98,2,0.0843,12800.0,Home Improvement,48,0,Savings Account,21640.47,0.2511,1513.21,0.0891,0,1,4.99
34,4,Bachelor,Married,Rent,0.3,Great Plains,0,Part-Time,2.9,Self,Technical,21111.55,17008.19,2775.13,19783.32,1,0.9,2022.04,1473.86,,,,3495.9,0.0,,0.0,391.0,12,6,25837.0,0.6011,0,0,0,0,0,0.0,1.0,1.0,1,391,165,8,0.3044,7000.0,Debt Consolidation,24,0,Vehicle,,0.3316,646.01,0.0327,0,2,7.58
34,0,HS Diploma,Married,Mortgage,5.9,Mountain West,0,Full-Time,15.0,Government,Management,15000.0,6288.56,0.0,6288.56,0,9.7,2131.13,808.76,,0.0,24388.98,27328.87,115518.9,0.0,0.0,100.0,8,4,17661.37,,0,0,0,0,0,0.0,0.0,1.0,1,100,43,5,0.1099,10100.0,Debt Consolidation,36,0,Property,17181.63,0.6733,1062.95,0.169,0,2,8.42
23,2,No Diploma,Married,Own,4.1,Southeast,1,Retired,1.0,Corporate,Professional,22103.6,3899.75,0.0,3899.75,1,0.9,3733.87,3480.8,0.0,586892.92,23029.3,617136.89,0.0,,39690.09,245.0,7,7,17614.29,0.0869,0,0,0,0,0,0.0,0.0,0.0,1,312,138,2,0.1201,22100.0,Personal,36,1,Other,,0.9998,2232.46,0.5725,0,3,4.99
55,1,Some College,Single,Rent,1.2,Southeast,1,Full-Time,5.0,Government,Manual,195412.92,19001.5,4323.6,23325.1,0,4.4,176905.3,11290.43,1000000.0,,16413.73,1204609.46,,,,582.0,16,7,200000.0,0.0491,0,0,0,0,0,0.0,1.0,0.0,0,582,174,9,0.3168,12000.0,Home Improvement,48,1,Vehicle,0.0,0.0614,1103.78,0.0473,0,0,9.75
33,2,Master,Single,Rent,0.3,Great Plains,0,Unemployed,1.0,Government,Manual,131626.5,38665.82,0.0,38665.82,0,0.3,28632.29,4090.48,18679.68,,31977.87,83380.32,0.0,10086.36,,142.0,5,1,58779.05,0.0653,0,0,0,0,0,0.0,0.0,1.0,5,223,170,3,0.1185,21300.0,Business,36,0,Vehicle,3762.18,0.1618,556.76,0.0144,0,1,5.89
25,2,HS Diploma,Single,Rent,2.8,Mid-Atlantic,0,Full-Time,0.6,Government,Technical,26850.91,22306.33,,23186.61,0,0.2,1995.69,1815.5,,,,26336.63,,0.0,,33.0,3,1,25557.0,0.451,1,1,0,0,0,0.0,0.0,1.0,1,279,239,1,0.1289,8400.0,Home Improvement,48,1,Property,4017.57,0.3128,233.56,0.0101,0,3,4.99
46,5,HS Diploma,Single,Living with Family,30.0,Southwest,1,Full-Time,2.5,Self,Technical,62815.25,18794.14,308.89,19103.03,0,1.4,1463.13,3486.83,,,,18536.93,,,,196.0,10,2,148543.65,0.5314,0,0,0,0,0,0.0,0.0,2.0,3,196,58,8,0.2897,27400.0,Personal,60,0,Property,5157.85,0.4362,1526.32,0.0799,0,2,4.99
47,0,Bachelor,Married,Rent,4.2,Northwest,0,Self-Employed,3.9,Non-Profit,Management,68627.58,27623.45,0.0,27623.45,0,1.9,2692.91,5761.27,357594.18,,18170.14,384218.5,,0.0,,178.0,7,3,7814.16,0.6349,2,2,1,0,0,0.0,0.0,5.0,7,235,181,7,0.3179,48800.0,Auto,36,0,Property,,0.7111,1904.77,0.069,0,4,11.64
52,1,HS Diploma,Single,Living with Family,4.2,Pacific Coast,1,Part-Time,1.9,SME,Service,39796.64,32237.37,1256.87,33494.24,1,1.7,15523.77,1835.97,0.0,0.0,0.0,17359.74,,2724.53,,399.0,4,1,6484.4,0.1501,0,0,0,0,0,0.0,0.0,1.0,5,524,342,4,0.3316,11000.0,Debt Consolidation,48,0,None,0.0,0.2764,673.84,0.0201,0,1,4.99
34,5,Bachelor,Married,Own,2.2,Mid-Atlantic,1,Part-Time,9.9,Corporate,Service,27814.23,33182.93,,33182.93,0,5.4,2420.73,2295.12,0.0,246493.41,,299301.35,,,36204.21,488.0,11,6,56373.44,0.4579,0,0,0,0,0,0.0,0.0,1.0,2,488,207,6,0.0555,9500.0,Auto,24,1,None,,0.3416,575.57,0.0173,1,1,7.21
38,0,Bachelor,Single,Mortgage,3.9,Pacific Coast,0,Full-Time,9.5,SME,Manual,25730.96,13386.44,0.0,13386.44,0,5.3,1303.6,3677.27,0.0,,,52680.36,163305.14,14498.81,,182.0,9,2,55825.53,0.4657,2,0,0,0,0,0.0,0.0,3.0,5,189,101,6,0.1051,45300.0,Debt Consolidation,36,0,Vehicle,19156.94,1.7605,2046.86,0.1529,0,3,4.99
40,0,Bachelor,Married,Rent,2.5,Pacific Coast,0,Full-Time,20.8,Corporate,Professional,39896.81,16869.89,0.0,16869.89,1,9.1,17276.92,2217.48,,,0.0,47817.76,,,8535.86,298.0,9,2,40637.27,0.2347,0,0,0,0,0,0.0,0.0,1.0,4,298,89,8,0.177,2500.0,Personal,36,0,Property,0.0,0.0627,785.67,0.0466,0,1,7.17
35,1,HS Diploma,Single,Mortgage,0.1,Southeast,1,Full-Time,2.8,Corporate,Professional,49720.77,17550.05,8000.0,25550.05,1,1.0,31572.96,2030.65,,104997.13,19792.96,158393.7,0.0,3412.26,0.0,565.0,19,10,84487.58,0.4771,1,0,0,0,0,0.0,1.0,3.0,3,565,228,11,0.2141,22400.0,Auto,84,1,Vehicle,4372.61,0.4505,3678.77,0.144,0,1,4.99
39,0,PhD,Married,Mortgage,5.0,Southeast,0,Full-Time,10.9,SME,Manual,94708.54,30182.68,0.0,30182.68,1,3.8,6022.8,1213.82,56556.32,130530.94,12634.0,206957.88,82955.75,0.0,,256.0,8,2,38313.05,0.1382,0,0,0,0,0,0.0,0.0,2.0,5,256,173,7,0.4546,17800.0,Home Improvement,36,1,None,,0.1879,1175.06,0.0389,0,1,4.99
58,2,Some College,Married,Rent,2.9,Mid-Atlantic,0,Full-Time,3.1,Government,Manual,94841.25,29917.32,2145.61,32062.93,1,2.5,28815.92,4712.13,57557.21,,14092.85,105178.11,,2095.96,,588.0,12,4,93626.99,0.4152,0,0,0,0,1,0.0,0.0,2.0,7,588,316,10,0.5526,12400.0,Auto,36,0,None,,0.1307,1201.32,0.0375,1,3,5.73
49,0,Some College,Single,Living with Family,18.6,Northwest,0,Full-Time,2.2,Government,Sales,82999.7,21013.82,0.0,21013.82,1,1.7,36778.6,3776.79,134813.78,0.0,,175369.17,,0.0,,153.0,7,1,39795.86,0.5792,2,1,0,0,0,0.0,0.0,7.0,7,236,146,7,0.2268,9800.0,Business,24,0,Vehicle,6198.82,0.1181,352.17,0.0168,0,4,5.72
48,3,Bachelor,Single,Mortgage,2.5,Mid-Atlantic,1,Part-Time,0.7,Corporate,Sales,17445.43,11222.73,0.0,11222.73,1,0.2,1607.19,1795.93,0.0,0.0,0.0,3403.12,95280.5,0.0,,,5,2,11737.8,0.2522,0,0,0,0,0,0.0,0.0,0.0,1,562,380,5,0.1088,5400.0,Personal,60,0,None,,0.3095,742.56,0.0662,1,1,5.59
39,3,Master,Single,Own,1.0,Northeast,1,Full-Time,2.2,SME,Service,22550.86,21908.87,0.0,21908.87,1,0.3,5296.29,939.52,,264718.27,15095.55,286049.63,0.0,12043.74,,328.0,6,2,13678.72,0.7942,2,1,1,0,0,0.0,0.0,1.0,1,431,266,6,0.2301,14400.0,Personal,48,0,Other,,0.6386,568.74,0.026,0,4,8.65
47,1,Some College,Widowed,Rent,1.3,Great Plains,1,Full-Time,2.1,Corporate,Professional,130617.14,22043.96,8000.0,30043.96,1,0.5,6771.35,5307.09,309959.87,,8286.8,330325.11,,0.0,,396.0,11,4,30615.79,0.1914,0,0,0,0,0,0.0,0.0,0.0,0,396,118,10,0.1627,7600.0,Debt Consolidation,12,1,None,,0.0582,639.04,0.0213,0,0,5.69
38,1,Bachelor,Widowed,Rent,0.6,Pacific Coast,0,Full-Time,6.6,Self,Service,125536.65,41433.87,,42433.22,1,3.2,22581.33,13940.62,0.0,,0.0,36521.95,,,,329.0,9,3,77316.4,0.2142,0,0,0,0,0,0.0,1.0,5.0,6,329,171,5,0.3365,100000.0,Debt Consolidation,36,0,Vehicle,0.0,0.7966,1154.42,0.0272,0,3,4.99
28,2,Master,Married,Rent,0.2,Mountain West,0,Full-Time,34.5086,SME,Professional,53571.34,40017.11,0.0,40017.11,0,14.0,7621.54,1605.15,0.0,,4433.6,13660.29,,,29219.01,186.0,14,4,183648.09,0.4766,0,0,0,0,0,0.0,0.0,4.0,6,186,55,9,0.3083,49100.0,Debt Consolidation,60,0,None,,0.9165,2803.26,0.0701,0,3,7.36
21,1,No Diploma,Married,Rent,0.7,Alaska/Hawaii,0,Self-Employed,0.1,Self,Service,15000.0,18134.78,0.0,18134.78,1,0.1,6045.58,1469.06,0.0,,,7514.64,,7176.83,0.0,158.0,7,2,5466.74,0.8504,1,0,0,0,0,0.0,1.0,2.0,3,158,90,7,0.1328,5900.0,Education,48,1,None,,0.3933,1206.24,0.0665,0,4,4.99
38,1,Bachelor,Married,Mortgage,3.6,Southeast,0,Full-Time,19.2,Self,Service,15131.66,9396.92,2474.99,11871.91,1,8.0,1357.53,1002.47,0.0,166033.04,0.0,168393.04,111103.92,,,327.0,8,3,25986.28,0.7986,2,1,1,2,0,0.0,0.0,0.0,1,327,185,6,0.4572,20500.0,Medical,36,1,Vehicle,0.0,1.3548,945.1,0.0796,0,4,28.67
46,1,Master,Married,Rent,0.8,Southeast,1,Retired,5.8,SME,Service,65437.46,19131.47,0.0,19131.47,1,1.3,69409.55,8064.36,,,16493.02,127949.63,0.0,0.0,,480.0,9,5,5912.4,0.3027,0,0,0,1,1,1.0,0.0,1.0,3,519,335,9,0.3059,57100.0,Debt Consolidation,36,0,None,,0.8726,2357.33,0.1232,0,4,9.23
47,2,Bachelor,Single,Own,6.7,Mountain West,1,Unemployed,3.0,SME,Technical,33612.41,9130.14,0.0,9130.14,0,1.0,10442.14,2691.64,,308608.09,,338709.96,0.0,,,505.0,6,1,137560.55,0.5938,1,0,0,2,1,1.0,0.0,0.0,0,575,371,4,0.3709,29000.0,Debt Consolidation,36,1,Savings Account,10423.56,0.8628,500.88,0.0549,0,4,23.72
54,2,Bachelor,Divorced,Mortgage,5.8,Northeast,0,Self-Employed,10.2,Self,Technical,38759.51,21470.78,,24695.65,1,4.3,31881.07,3190.93,0.0,0.0,6913.76,41985.76,0.0,,,230.0,4,1,13410.31,0.3885,0,0,0,1,1,0.0,0.0,0.0,0,449,305,4,0.2975,11800.0,Medical,48,0,Vehicle,3706.55,0.3044,426.74,0.0173,0,4,8.5
59,3,Some College,Single,Mortgage,10.6,Southeast,0,Self-Employed,5.9,SME,Technical,22836.84,10320.61,0.0,10320.61,0,1.9,1483.61,1863.11,0.0,0.0,7664.99,11011.71,0.0,0.0,,599.0,13,4,38479.56,0.2105,0,0,0,0,0,0.0,0.0,2.0,7,599,382,13,0.0998,8500.0,Personal,48,0,Vehicle,0.0,0.3722,752.58,0.0729,0,0,4.99
36,0,Master,Single,Rent,4.5,Alaska/Hawaii,0,Full-Time,4.9,SME,Manual,59403.78,32784.82,0.0,32784.82,1,2.7,844.05,6382.68,,0.0,,74939.27,,10292.37,,193.0,6,1,92056.95,0.2909,1,1,1,0,0,0.0,0.0,0.0,1,391,225,3,0.427,13800.0,Auto,36,0,Vehicle,19373.1,0.2323,504.77,0.0154,0,3,8.49
48,0,HS Diploma,Single,Rent,10.1,Mid-Atlantic,0,Full-Time,,Government,Sales,68978.42,13413.56,0.0,13413.56,1,1.2,12117.27,1976.19,49398.03,0.0,29707.83,93199.32,,11239.68,,379.0,8,2,80349.49,0.0736,0,0,0,0,0,0.0,0.0,1.0,3,449,309,5,0.413,28300.0,Education,48,1,None,,0.4103,507.96,0.0379,1,1,4.99
32,0,Bachelor,Single,Mortgage,4.5,Northeast,0,Full-Time,1.2,Government,Manual,17618.12,31772.72,0.0,31772.72,1,0.5,154.52,13523.24,0.0,0.0,0.0,13677.76,0.0,,0.0,421.0,14,7,10805.35,0.5445,1,0,0,1,0,0.0,0.0,0.0,1,421,126,11,0.5645,6100.0,Debt Consolidation,36,0,Property,0.0,0.3462,383.23,0.0121,0,4,5.61
36,2,Some College,Single,Mortgage,4.5,Southeast,2,Full-Time,3.6,Self,Management,41051.09,17607.95,,17607.95,1,2.5,9620.41,1916.2,150949.4,0.0,0.0,162486.01,0.0,0.0,,52.0,9,2,34327.15,0.4231,1,0,0,0,1,1.0,3.0,1.0,3,52,32,6,0.2693,6000.0,Home Improvement,36,0,None,,0.1462,651.96,0.037,0,4,8.18
32,3,HS Diploma,Widowed,Rent,16.1,Mid-Atlantic,0,Full-Time,1.5,SME,Technical,56906.38,50000.0,,50000.0,0,0.9,55269.08,580.19,0.0,,19354.43,75203.7,,0.0,20578.74,116.0,5,2,34439.9,0.2689,0,0,0,0,0,0.0,0.0,2.0,5,116,76,4,0.2843,28800.0,Business,60,0,Vehicle,12948.87,0.5061,1211.45,0.0242,1,1,4.99
49,2,HS Diploma,Single,Rent,1.7,Northeast,1,Full-Time,1.1,Self,Service,50105.69,50000.0,8000.0,58000.0,1,1.0,24149.18,4908.26,15388.64,,8998.22,53444.3,,,,497.0,8,3,16722.07,0.5979,2,0,0,0,0,0.0,0.0,0.0,0,563,389,7,0.3075,5200.0,Debt Consolidation,36,0,None,,0.1038,541.73,0.0093,0,3,6.03
57,4,HS Diploma,Married,Rent,7.7,Alaska/Hawaii,1,Full-Time,2.4,SME,Management,144131.5,43590.12,1529.31,45119.43,0,1.9,17121.33,2539.66,201966.35,,,221627.34,,,,460.0,13,4,124187.56,0.1197,0,0,0,0,0,0.0,0.0,0.0,0,460,138,11,0.3535,24700.0,Auto,48,0,None,,0.1714,1357.61,0.0301,0,0,4.99
21,0,Some College,Married,Mortgage,1.3,Mid-Atlantic,0,Part-Time,,SME,Technical,49537.67,17649.37,0.0,17649.37,1,0.4,1131.31,1741.08,,158024.6,,167613.04,96594.81,0.0,,181.0,10,3,51985.75,0.2006,0,0,0,0,0,0.0,0.0,1.0,2,181,54,8,0.4956,53500.0,Education,48,0,None,,1.08,1819.42,0.1031,0,1,4.99
34,2,Some College,Divorced,Rent,8.0,Northwest,1,Retired,3.3,Corporate,Professional,54820.13,17332.11,3152.63,20484.74,1,1.6,3812.37,32557.33,0.0,,0.0,36369.7,,0.0,,286.0,12,5,70103.0,0.4819,1,0,0,0,1,0.0,0.0,4.0,6,286,148,7,0.4582,34800.0,Debt Consolidation,48,0,Vehicle,0.0,0.6348,1249.31,0.061,1,4,7.8
32,1,Master,Single,Rent,0.7,Northeast,1,Self-Employed,10.5,Self,Service,189646.39,19822.31,0.0,19822.31,1,4.0,18147.23,83097.18,11384.99,,0.0,112629.4,,,0.0,90.0,10,2,133991.26,0.1335,0,0,0,0,0,0.0,1.0,0.0,1,90,27,7,0.1517,9300.0,Business,36,0,Vehicle,4408.71,0.049,555.58,0.028,0,1,4.99
28,1,PhD,Married,Mortgage,1.7,Mid-Atlantic,1,Full-Time,5.3,Corporate,Manual,42788.08,22775.51,0.0,22775.51,1,1.4,24990.39,2055.6,0.0,145573.78,0.0,172619.77,116097.07,0.0,,61.0,3,1,13369.49,0.2667,0,0,0,1,0,0.0,0.0,0.0,2,88,57,3,0.125,36400.0,Medical,84,0,Savings Account,7614.34,0.8507,5040.29,0.2213,1,3,6.72
32,0,Master,Married,Rent,0.2,Northwest,0,Full-Time,3.8,SME,Management,57573.95,45960.64,,45960.64,1,1.2,48974.84,1852.36,0.0,,66600.72,117427.92,,30802.81,,528.0,14,7,20274.59,0.3485,0,0,0,0,0,0.0,1.0,5.0,6,528,270,12,0.0505,16400.0,Education,60,0,Property,25252.34,0.2849,1710.8,0.0372,1,0,6.52
25,2,HS Diploma,Married,Own,6.4,Northeast,1,Full-Time,1.0,SME,Sales,74739.77,37793.08,0.0,37793.08,0,1.0,34656.78,7404.26,6747.3,261946.3,25340.2,336094.84,0.0,,50192.78,94.0,7,3,22369.71,0.2804,0,0,0,0,0,0.0,0.0,1.0,4,94,33,5,0.5445,57900.0,Home Improvement,36,0,Property,5271.08,0.7747,629.39,0.0167,0,2,5.8
31,1,Bachelor,Widowed,Rent,0.3,Alaska/Hawaii,0,Full-Time,4.6,Corporate,Manual,35436.74,25776.77,,28951.27,1,2.8,1017.83,2035.1,4639.16,,11051.66,18743.75,,0.0,,141.0,9,4,24095.6,0.0763,0,0,0,0,0,0.0,0.0,0.0,0,146,105,6,0.131,4300.0,Debt Consolidation,24,0,None,0.0,0.1213,211.86,0.0073,0,2,4.99
43,3,HS Diploma,Single,Mortgage,5.9,Mountain West,1,Full-Time,4.3,SME,Technical,51035.57,50000.0,,50836.39,0,2.5,23336.27,2062.38,3299.27,0.0,11160.17,39858.09,0.0,0.0,,395.0,8,3,19976.35,0.2056,1,1,1,0,0,0.0,0.0,0.0,1,451,264,8,0.5465,9000.0,Debt Consolidation,60,0,Vehicle,5298.8,0.1763,1004.64,0.0198,1,3,10.64
23,2,Bachelor,Married,Rent,0.3,Alaska/Hawaii,1,Unemployed,1.1,Corporate,Management,29961.28,6667.95,1459.75,8127.7,1,0.3,1599.45,7168.0,0.0,,0.0,8767.45,0.0,,,461.0,11,4,55876.12,0.1823,0,0,0,0,0,1.0,0.0,1.0,4,461,152,8,0.3144,66400.0,Personal,48,0,Property,7284.04,2.2162,2662.05,0.3275,0,3,7.52
42,4,Bachelor,Single,Mortgage,4.7,Pacific Coast,0,Full-Time,1.4,Corporate,Management,47927.55,19629.56,2474.6,22104.16,1,0.5,31274.1,1168.2,0.0,81852.42,,114294.72,0.0,,,112.0,6,2,38332.12,0.1997,0,0,0,0,0,0.0,0.0,1.0,1,263,195,3,0.3674,11600.0,Education,36,0,Vehicle,0.0,0.242,474.76,0.0215,0,0,9.01
27,1,Some College,Married,Mortgage,4.0,Southwest,0,Retired,4.2,Corporate,Service,100029.58,36807.42,3206.74,40014.16,0,2.6,10688.15,2714.69,,,0.0,147264.61,,0.0,68798.44,89.0,6,1,40744.17,0.305,0,0,0,0,0,0.0,0.0,2.0,2,138,91,4,0.256,54000.0,Other,36,1,Vehicle,0.0,0.5398,1268.2,0.0317,0,0,4.99
49,1,No Diploma,Single,Mortgage,4.6,Southeast,0,Full-Time,2.0,SME,Professional,25796.11,18208.42,0.0,18208.42,0,1.6,18226.4,1447.82,,0.0,78062.63,942759.4,0.0,,,259.0,3,1,24024.42,,0,0,0,1,0,1.0,0.0,0.0,2,468,274,2,0.3521,3200.0,Medical,36,0,None,,0.124,132.19,0.0073,1,4,4.99
36,3,Bachelor,Single,Rent,0.8,Mid-Atlantic,1,Full-Time,1.9,Corporate,Manual,33829.55,9281.32,1297.6,10578.92,0,0.9,7469.56,7524.14,,,10202.91,25196.61,,5876.02,13009.86,547.0,11,2,30751.78,0.0327,0,0,0,0,0,0.0,0.0,0.0,3,547,191,11,0.4297,7400.0,Debt Consolidation,36,1,Vehicle,0.0,0.2187,341.23,0.0323,0,0,5.2
36,1,Bachelor,Married,Mortgage,4.7,Southeast,0,Unemployed,3.6,Government,Sales,91258.21,8887.36,,11610.18,0,1.4,32760.83,4443.92,173283.43,594256.13,31029.87,835774.18,,,,50.0,4,1,8790.19,0.5389,0,0,0,0,0,0.0,0.0,8.0,8,119,86,4,0.463,100000.0,Education,12,0,Property,67725.52,1.0958,836.05,0.072,0,4,6.37
56,1,HS Diploma,Divorced,Rent,0.8,Mid-Atlantic,1,Full-Time,5.8,Corporate,Professional,47580.31,50000.0,0.0,50000.0,1,3.2,16731.69,2726.1,19121.7,,67297.5,105876.99,,6958.77,,,11,4,37073.26,0.5928,0,0,0,0,0,0.0,1.0,2.0,3,580,356,9,0.2669,20800.0,Education,48,0,None,,0.4372,1414.45,0.0283,0,2,5.62
38,1,HS Diploma,Single,Mortgage,4.5,Southwest,0,Retired,0.4,Corporate,Professional,64005.36,33499.35,1249.01,34748.36,0,0.4,5793.34,1356.55,18191.15,191727.91,12378.73,229447.68,0.0,0.0,,158.0,3,1,38187.28,0.2803,0,0,0,0,0,0.0,0.0,1.0,1,404,304,2,0.2064,43000.0,Business,36,0,Other,63007.54,0.6718,1160.53,0.0334,0,1,5.57
34,1,Bachelor,Married,Own,8.0,Great Plains,0,Full-Time,0.9,Corporate,Sales,76560.66,21254.46,0.0,21254.46,1,0.4,8605.16,3193.47,0.0,272194.33,24847.2,308840.16,0.0,15536.02,,268.0,6,0,49500.91,0.1772,0,0,0,0,0,0.0,0.0,3.0,7,285,224,6,0.2374,16300.0,Personal,36,1,None,,0.2129,659.96,0.0311,1,1,4.99
36,0,Master,Married,Mortgage,6.0,Northwest,0,Self-Employed,,SME,Management,51263.35,16594.58,0.0,16594.58,1,13.8,3179.86,1006.01,0.0,203711.59,11309.91,219207.37,0.0,,,17.0,7,5,23993.3,0.2144,0,0,0,0,0,,0.0,0.0,0,24,10,3,0.2542,43500.0,Education,36,0,None,,0.8486,752.64,0.0454,0,1,6.46
44,2,Bachelor,Married,Mortgage,0.6,Pacific Coast,2,Part-Time,3.7,Government,Technical,53261.9,16292.72,,17857.73,0,1.1,7075.31,3354.32,,399571.47,,429314.57,0.0,,,442.0,5,2,14300.86,0.2466,0,0,0,1,0,1.0,0.0,0.0,2,494,336,5,0.0905,26600.0,Debt Consolidation,12,0,None,,0.4994,629.36,0.0352,0,4,9.43
57,1,Master,Married,Mortgage,16.1,Mid-Atlantic,1,Part-Time,24.7,Non-Profit,Manual,24141.97,10538.38,0.0,10538.38,0,10.1,2023.64,1973.98,,,0.0,3997.62,,0.0,,,1,0,15697.14,0.3109,0,0,0,0,0,0.0,0.0,1.0,3,432,251,1,0.1767,1200.0,Debt Consolidation,48,0,None,,0.0497,235.38,0.0223,0,1,4.99
52,2,Master,Single,Rent,4.8,Northwest,1,Full-Time,17.9,Self,Sales,37909.38,19868.34,0.0,19868.34,1,7.3,26823.85,1461.46,0.0,,,28285.31,,0.0,,399.0,6,0,45302.27,0.2334,0,0,0,0,0,0.0,0.0,1.0,4,501,297,6,0.4059,2700.0,Auto,60,0,Vehicle,1779.56,0.0712,1237.68,0.0623,0,1,7.36
50,2,No Diploma,Married,Rent,6.5,Southwest,0,Full-Time,2.8,SME,Professional,15000.0,11901.51,0.0,11901.51,0,2.8,1012.37,5723.14,0.0,0.0,48168.18,54903.69,,10133.5,,77.0,4,0,5932.53,0.617,2,0,0,0,1,0.0,0.0,2.0,2,212,170,4,0.0522,6300.0,Home Improvement,36,0,Vehicle,22804.37,0.42,318.2,0.0267,1,4,6.32
21,1,Bachelor,Single,Mortgage,1.6,Great Plains,1,Self-Employed,4.6,Corporate,Service,15000.0,8858.95,0.0,8858.95,0,2.1,37.49,2237.9,,114327.39,5020.71,121623.49,0.0,,,6.0,4,4,1799.23,0.2829,2,1,1,0,0,0.0,1.0,2.0,3,43,21,3,0.3529,25000.0,Business,48,0,None,,1.6667,1421.06,0.1604,0,4,8.07
61,1,Master,Single,Living with Family,27.9,Southwest,1,Full-Time,6.8,Corporate,Manual,52159.61,10510.85,0.0,10510.85,1,3.7,32582.21,2314.01,,,42881.14,77777.36,,23650.58,,590.0,9,2,174216.59,0.5182,0,0,0,0,0,0.0,0.0,4.0,5,590,397,6,0.1191,39900.0,Medical,48,0,None,,0.765,1328.05,0.1264,0,0,4.99
47,0,HS Diploma,Married,Mortgage,19.8,Great Plains,0,Full-Time,2.6,Corporate,Professional,30421.78,20224.69,0.0,20224.69,0,2.0,3000.97,1925.17,,46101.83,6038.83,57066.8,0.0,0.0,,551.0,10,2,85574.58,0.2795,0,0,0,0,0,0.0,0.0,0.0,1,551,257,9,0.2499,10000.0,Business,12,0,Other,19603.9,0.3287,332.37,0.0164,1,0,4.99
38,3,Some College,Single,Living with Family,4.3,Southeast,1,Full-Time,,Corporate,Professional,59375.72,25198.06,0.0,25198.06,1,3.0,24445.51,3512.64,0.0,,24817.07,52775.22,,3780.15,12132.53,152.0,6,1,54822.53,0.1222,0,0,0,0,0,0.0,0.0,0.0,0,378,174,4,0.2806,11900.0,Personal,36,1,None,,0.2004,484.66,0.0192,0,1,5.24
38,1,HS Diploma,Single,Mortgage,7.3,Alaska/Hawaii,1,Full-Time,2.8,SME,Service,33831.06,17483.02,0.0,17483.02,1,2.3,2336.42,3063.57,,207761.44,37149.52,250310.95,0.0,9446.14,0.0,118.0,6,1,14999.61,0.1747,1,0,0,0,0,0.0,0.0,2.0,2,246,222,6,0.4215,39800.0,Debt Consolidation,12,1,Savings Account,,1.1764,1155.05,0.0661,0,3,4.99
49,1,Bachelor,Married,Own,0.9,Alaska/Hawaii,1,Self-Employed,7.3,Self,Technical,43673.51,13474.58,0.0,13474.58,1,2.2,6184.07,1079.5,217422.89,,7451.91,299025.58,0.0,6024.54,,319.0,6,3,8473.47,,0,0,0,0,0,0.0,0.0,0.0,4,491,328,6,0.3249,6500.0,Debt Consolidation,60,0,None,,0.1488,891.16,0.0661,0,1,7.83
38,0,HS Diploma,Married,Rent,0.6,Great Plains,0,Self-Employed,5.3,Self,Professional,49922.51,12038.24,,12926.27,0,2.1,22701.9,3950.06,,,,61123.27,0.0,,0.0,461.0,9,2,42584.03,0.0377,0,0,0,0,0,0.0,0.0,0.0,2,461,269,9,0.4367,16600.0,Home Improvement,36,0,Property,,0.3325,210.85,0.0163,0,0,5.81
